Show Date,Show Location,Corp Name,General Effect - TOT,General Effect - TOT_rank,Visual - TOT,Visual - TOT_rank,Music - TOT,Music - TOT_rank,Sub Total,Sub Total_rank,Total,Total_rank
"August 10, 2024","Indianapolis, IN",Boston Crusaders,39.025,2,29.400,2,28.988,2,97.413,2,97.413,2
"August 10, 2024","Indianapolis, IN",Blue Devils,38.850,3,29.275,3,28.950,3,97.075,3,97.075,3
"August 10, 2024","Indianapolis, IN",Phantom Regiment,38.450,4,28.350,5,28.425,5,95.225,4,95.225,4
"August 10, 2024","Indianapolis, IN",Carolina Crown,37.950,5,28.500,4,28.575,4,95.025,5,95.025,5
"August 10, 2024","Indianapolis, IN",Santa Clara Vanguard,37.600,6,27.900,6,28.425,5,93.925,6,93.925,6
"August 10, 2024","Indianapolis, IN",Mandarins,37.350,7,27.500,7,27.300,7,92.150,7,92.150,7
"August 10, 2024","Indianapolis, IN",Blue Stars,36.825,8,27.500,7,27.275,8,91.600,8,91.600,8
"August 10, 2024","Indianapolis, IN",Colts,36.125,9,26.900,9,26.750,10,89.775,9,89.775,9
"August 10, 2024","Indianapolis, IN",Troopers,35.800,10,26.100,10,27.050,9,88.950,10,88.950,10
"August 10, 2024","Indianapolis, IN",The Cavaliers,34.750,12,26.050,12,26.700,11,87.500,11,87.500,11
"August 10, 2024","Indianapolis, IN",Madison Scouts,35.050,11,26.100,10,25.900,12,87.050,12,87.050,12
"August 9, 2024","Indianapolis, IN",Bluecoats,39.425,1,29.225,1,29.275,1,97.925,1,97.925,1
"August 9, 2024","Indianapolis, IN",Boston Crusaders,38.925,2,28.950,3,29.125,2,97.000,2,97.000,2
"August 9, 2024","Indianapolis, IN",Blue Devils,38.375,3,29.100,2,29.075,3,96.550,3,96.550,3
"August 9, 2024","Indianapolis, IN",Phantom Regiment,38.350,4,28.350,4,28.625,5,95.325,4,95.325,4
"August 9, 2024","Indianapolis, IN",Carolina Crown,37.900,5,28.075,5,28.775,4,94.750,5,94.750,5
"August 9, 2024","Indianapolis, IN",Santa Clara Vanguard,37.125,6,27.750,6,28.588,6,93.463,6,93.463,6
"August 9, 2024","Indianapolis, IN",Mandarins,37.125,6,27.600,7,27.800,7,92.525,7,92.525,7
"August 9, 2024","Indianapolis, IN",Blue Stars,36.700,8,27.400,8,27.400,8,91.500,8,91.500,8
"August 9, 2024","Indianapolis, IN",Colts,36.000,9,26.850,9,27.325,10,90.175,9,90.175,9
"August 9, 2024","Indianapolis, IN",Troopers,35.575,10,25.825,12,27.400,8,88.800,10,88.800,10
"August 9, 2024","Indianapolis, IN",The Cavaliers,35.100,12,26.150,11,27.275,11,88.525,11,88.525,11
"August 9, 2024","Indianapolis, IN",Madison Scouts,35.300,11,26.450,10,26.325,12,88.075,12,88.075,12
"August 9, 2024","Indianapolis, IN",Pacific Crest,34.700,13,25.775,13,25.875,13,86.350,13,86.350,13
"August 9, 2024","Indianapolis, IN",Blue Knights,34.200,14,25.600,14,25.800,14,85.600,14,85.600,14
"August 9, 2024","Indianapolis, IN",Crossmen,34.075,15,25.300,15,25.500,16,84.875,15,84.875,15
"August 9, 2024","Indianapolis, IN",Spirit of Atlanta,33.650,16,24.625,17,25.600,15,83.875,16,83.875,16
"August 9, 2024","Indianapolis, IN",Music City,33.325,17,24.125,20,25.175,17,82.625,17,82.625,17
"August 9, 2024","Indianapolis, IN",The Academy,32.575,18,24.550,18,25.050,18,82.175,18,82.175,18
"August 9, 2024","Indianapolis, IN",Spartans,32.475,19,24.950,16,24.100,20,81.525,19,81.525,19
"August 9, 2024","Indianapolis, IN",Blue Devils B,32.250,20,24.450,19,24.375,19,81.075,20,81.075,20
"August 9, 2024","Indianapolis, IN",Gold,31.000,22,23.275,21,23.525,21,77.800,21,77.800,21
"August 9, 2024","Indianapolis, IN",Genesis,31.150,21,23.050,22,23.350,22,77.550,22,77.550,22
"August 9, 2024","Indianapolis, IN",Seattle Cascades,30.600,23,22.950,23,22.525,23,76.075,23,76.075,23
"August 9, 2024","Indianapolis, IN",Jersey Surf,29.900,24,22.400,24,22.125,25,74.425,24,74.425,24
"August 9, 2024","Indianapolis, IN",The Battalion,29.900,24,22.150,25,22.375,24,74.425,24,74.425,24
"August 8, 2024","Indianapolis, IN",Bluecoats,38.900,1,29.375,1,29.250,1,97.525,1,97.525,1
"August 8, 2024","Indianapolis, IN",Boston Crusaders,38.250,2,29.300,2,29.050,2,96.600,2,96.600,2
"August 8, 2024","Indianapolis, IN",Blue Devils,38.100,3,28.975,3,28.800,3,95.875,3,95.875,3
"August 8, 2024","Indianapolis, IN",Carolina Crown,37.575,5,28.375,4,28.362,4,94.313,4,94.313,4
"August 8, 2024","Indianapolis, IN",Phantom Regiment,37.900,4,28.100,5,28.275,5,94.275,5,94.275,5
"August 8, 2024","Indianapolis, IN",Santa Clara Vanguard,36.800,6,28.100,5,28.100,6,93.000,6,93.000,6
"August 8, 2024","Indianapolis, IN",Mandarins,36.625,7,27.525,7,27.075,8,91.225,7,91.225,7
"August 8, 2024","Indianapolis, IN",Blue Stars,36.350,8,27.100,8,27.100,7,90.550,8,90.550,8
"August 8, 2024","Indianapolis, IN",Colts,35.600,9,27.000,9,26.750,10,89.350,9,89.350,9
"August 8, 2024","Indianapolis, IN",The Cavaliers,34.675,11,26.800,10,26.738,11,88.212,10,88.212,10
"August 8, 2024","Indianapolis, IN",Troopers,35.000,10,26.000,11,26.963,9,87.963,11,87.963,11
"August 8, 2024","Indianapolis, IN",Madison Scouts,34.675,11,26.000,11,25.900,12,86.575,12,86.575,12
"August 8, 2024","Indianapolis, IN",Pacific Crest,33.925,13,25.700,13,25.363,15,84.988,13,84.988,13
"August 8, 2024","Indianapolis, IN",Blue Knights,33.850,14,25.425,14,25.538,13,84.813,14,84.813,14
"August 8, 2024","Indianapolis, IN",Crossmen,33.775,15,25.300,15,25.450,14,84.525,15,84.525,15
"August 8, 2024","Indianapolis, IN",Spirit of Atlanta,33.175,16,24.550,16,24.950,16,82.675,16,82.675,16
"August 8, 2024","Indianapolis, IN",The Academy,32.650,18,24.275,18,24.850,17,81.775,17,81.775,17
"August 8, 2024","Indianapolis, IN",Music City,32.800,17,24.000,20,24.750,18,81.550,18,81.550,18
"August 8, 2024","Indianapolis, IN",Spartans,32.425,19,24.450,17,24.163,20,81.038,19,81.038,19
"August 8, 2024","Indianapolis, IN",Blue Devils B,32.150,20,24.050,19,24.400,19,80.600,20,80.600,20
"August 8, 2024","Indianapolis, IN",Genesis,31.500,21,23.400,21,23.475,22,78.375,21,78.375,21
"August 8, 2024","Indianapolis, IN",Gold,30.900,23,23.025,22,23.600,21,77.525,22,77.525,22
"August 8, 2024","Indianapolis, IN",Seattle Cascades,31.125,22,22.775,23,23.325,23,77.225,23,77.225,23
"August 8, 2024","Indianapolis, IN",Jersey Surf,30.625,24,22.400,24,22.788,25,75.813,24,75.813,24
"August 8, 2024","Indianapolis, IN",The Battalion,30.300,26,22.150,26,22.900,24,75.350,25,75.350,25
"August 8, 2024","Indianapolis, IN",Columbians,30.600,25,22.200,25,22.400,26,75.200,26,75.200,26
"August 8, 2024","Indianapolis, IN",River City Rhythm,30.050,27,21.700,27,22.325,27,74.075,27,74.075,27
"August 8, 2024","Indianapolis, IN",Raiders,28.600,28,21.050,29,21.650,28,71.300,28,71.300,28
"August 8, 2024","Indianapolis, IN",Colt Cadets,27.900,29,21.300,28,21.300,29,70.500,29,70.500,29
"August 8, 2024","Indianapolis, IN",7th Regiment,27.450,30,20.600,30,20.750,30,68.800,30,68.800,30
"August 8, 2024","Indianapolis, IN",Les Stentors,26.700,31,20.000,31,19.375,31,66.075,31,66.075,31
"August 5, 2024","Pittsburgh, PA",Santa Clara Vanguard,36.400,1,28.150,1,28.050,1,92.600,1,92.600,1
"August 5, 2024","Pittsburgh, PA",Madison Scouts,34.900,2,26.350,2,25.150,2,86.400,2,86.400,2
"August 5, 2024","Pittsburgh, PA",Music City,32.500,3,24.900,3,24.600,3,82.000,3,82.000,3
"August 5, 2024","Pittsburgh, PA",The Academy,32.200,4,24.450,4,24.400,4,81.050,4,81.050,4
"August 5, 2024","Pittsburgh, PA",Genesis,31.000,5,23.950,5,23.300,5,78.250,5,78.250,5
"August 5, 2024","Pittsburgh, PA",Jersey Surf,29.700,6,23.150,6,22.500,6,75.350,6,75.350,6
"August 5, 2024","Canton, OH",Bluecoats,38.500,1,28.700,1,28.800,1,96.000,1,96.000,1
"August 5, 2024","Canton, OH",Boston Crusaders,37.900,2,28.400,3,28.400,2,94.700,2,94.700,2
"August 5, 2024","Canton, OH",Blue Devils,37.300,4,28.450,2,28.250,3,94.000,3,94.000,3
"August 5, 2024","Canton, OH",Phantom Regiment,37.700,3,27.750,4,27.725,4,93.175,4,93.175,4
"August 5, 2024","Canton, OH",Mandarins,36.500,5,27.200,5,26.575,6,90.275,5,90.275,5
"August 5, 2024","Canton, OH",Blue Stars,35.600,6,26.350,6,26.750,5,88.700,6,88.700,6
"August 5, 2024","Canton, OH",Colts,35.100,7,26.100,7,26.300,7,87.500,7,87.500,7
"August 5, 2024","Canton, OH",Crossmen,33.600,8,24.950,8,25.200,8,83.750,8,83.750,8
"August 5, 2024","Canton, OH",Spirit of Atlanta,32.500,9,24.500,9,25.100,9,82.100,9,82.100,9
"August 4, 2024","Downingtown, PA",Boston Crusaders,38.100,1,29.050,1,28.400,1,95.550,1,95.550,1
"August 4, 2024","Downingtown, PA",Carolina Crown,37.500,2,28.550,2,27.900,2,93.950,2,93.950,2
"August 4, 2024","Downingtown, PA",Madison Scouts,34.600,3,25.850,3,25.250,3,85.700,3,85.700,3
"August 4, 2024","Downingtown, PA",Jersey Surf,30.100,4,22.950,4,22.650,4,75.700,4,75.700,4
"August 3, 2024","Rochester, NY",Colts,35.700,1,26.600,2,26.500,1,88.800,1,88.800,1
"August 3, 2024","Rochester, NY",The Cavaliers,34.900,2,26.700,1,26.400,2,88.000,2,88.000,2
"August 3, 2024","Rochester, NY",Blue Knights,34.500,3,25.150,3,25.700,3,85.350,3,85.350,3
"August 3, 2024","Rochester, NY",Music City,33.200,4,24.300,5,24.600,4,82.100,4,82.100,4
"August 3, 2024","Rochester, NY",The Academy,32.100,5,24.350,4,24.550,5,81.000,5,81.000,5
"August 3, 2024","Rochester, NY",Genesis,31.800,6,23.400,6,23.550,6,78.750,6,78.750,6
"August 2, 2024","Allentown, PA",Bluecoats,38.500,1,28.750,1,28.650,1,95.900,1,95.900,1
"August 2, 2024","Allentown, PA",Blue Devils,37.950,2,28.500,2,28.200,2,94.650,2,94.650,2
"August 2, 2024","Allentown, PA",Colts,35.300,3,26.350,3,26.350,3,88.000,3,88.000,3
"August 2, 2024","Allentown, PA",The Cavaliers,34.650,4,26.050,4,25.975,4,86.675,4,86.675,4
"August 2, 2024","Allentown, PA",Madison Scouts,34.050,5,25.700,5,25.150,5,84.900,5,84.900,5
"August 2, 2024","Allentown, PA",Pacific Crest,33.600,6,25.050,6,24.625,7,83.275,6,83.275,6
"August 2, 2024","Allentown, PA",Blue Knights,33.350,7,25.000,7,24.900,6,83.250,7,83.250,7
"August 2, 2024","Allentown, PA",The Academy,31.900,9,24.100,8,24.050,8,80.050,8,80.050,8
"August 2, 2024","Allentown, PA",Music City,32.350,8,23.650,9,23.725,9,79.725,9,79.725,9
"August 2, 2024","Allentown, PA",Genesis,30.850,10,23.100,10,22.900,10,76.850,10,76.850,10
"August 1, 2024","Lawrence, MA",Boston Crusaders,37.600,1,28.750,1,28.600,1,94.950,1,94.950,1
"August 1, 2024","Lawrence, MA",Carolina Crown,36.800,2,28.200,2,27.700,2,92.700,2,92.700,2
"August 1, 2024","Lawrence, MA",Santa Clara Vanguard,35.900,3,27.600,3,27.500,3,91.000,3,91.000,3
"August 1, 2024","Lawrence, MA",The Cavaliers,34.900,4,26.100,4,26.300,5,87.300,4,87.300,4
"August 1, 2024","Lawrence, MA",Troopers,34.600,5,25.200,5,27.050,4,86.850,5,86.850,5
"July 31, 2024","Huntington, WV",Phantom Regiment,37.000,1,27.300,1,27.975,1,92.275,1,92.275,1
"July 31, 2024","Huntington, WV",Mandarins,36.200,2,27.150,2,27.150,2,90.500,2,90.500,2
"July 31, 2024","Huntington, WV",Blue Stars,35.400,3,26.200,3,26.875,3,88.475,3,88.475,3
"July 31, 2024","Huntington, WV",Madison Scouts,34.000,4,25.350,4,25.300,4,84.650,4,84.650,4
"July 31, 2024","Huntington, WV",Spirit of Atlanta,32.600,5,24.000,5,24.900,5,81.500,5,81.500,5
"July 31, 2024","Huntington, WV",Genesis,31.100,6,23.100,6,22.800,6,77.000,6,77.000,6
"July 30, 2024","Newark, DE",Bluecoats,38.400,1,28.450,1,28.375,1,95.225,1,95.225,1
"July 30, 2024","Newark, DE",Blue Devils,37.900,2,28.300,2,28.050,2,94.250,2,94.250,2
"July 30, 2024","Newark, DE",Santa Clara Vanguard,36.200,3,27.250,3,27.350,3,90.800,3,90.800,3
"July 30, 2024","Newark, DE",Troopers,34.800,4,25.050,4,26.800,4,86.650,4,86.650,4
"July 30, 2024","Newark, DE",Blue Knights,33.000,5,25.050,4,25.350,5,83.400,5,83.400,5
"July 30, 2024","Newark, DE",Crossmen,33.000,5,24.700,6,24.550,6,82.250,6,82.250,6
"July 30, 2024","Newark, DE",Jersey Surf,29.700,7,22.500,7,21.250,7,73.450,7,73.450,7
"July 30, 2024","Centerville, OH",Mandarins,35.700,1,27.050,1,27.500,1,90.250,1,90.250,1
"July 30, 2024","Centerville, OH",Blue Stars,34.900,2,26.700,2,26.850,2,88.450,2,88.450,2
"July 30, 2024","Centerville, OH",Madison Scouts,33.700,3,25.650,3,25.600,3,84.950,3,84.950,3
"July 30, 2024","Centerville, OH",Music City,32.100,4,24.150,4,24.650,4,80.900,4,80.900,4
"July 30, 2024","Centerville, OH",Genesis,30.100,5,23.000,5,23.600,5,76.700,5,76.700,5
"July 30, 2024","Salem, VA",Carolina Crown,37.200,1,27.950,1,28.050,1,93.200,1,93.200,1
"July 30, 2024","Salem, VA",Colts,35.000,2,25.750,2,26.150,3,86.900,2,86.900,2
"July 30, 2024","Salem, VA",The Cavaliers,34.500,3,25.700,3,26.250,2,86.450,3,86.450,3
"July 30, 2024","Salem, VA",Pacific Crest,33.500,4,25.050,4,25.350,4,83.900,4,83.900,4
"July 30, 2024","Salem, VA",The Academy,32.000,5,23.500,5,24.350,5,79.850,5,79.850,5
"July 30, 2024","Salem, VA",Seattle Cascades,30.300,6,22.350,6,21.850,6,74.500,6,74.500,6
"July 28, 2024","Winston-Salem, NC",Bluecoats,37.850,1,28.400,1,28.450,1,94.700,1,94.700,1
"July 28, 2024","Winston-Salem, NC",Blue Devils,37.150,2,28.050,2,28.200,2,93.400,2,93.400,2
"July 28, 2024","Winston-Salem, NC",Carolina Crown,36.800,3,27.600,3,27.550,3,91.950,3,91.950,3
"July 28, 2024","Winston-Salem, NC",Mandarins,35.400,4,26.500,4,26.900,4,88.800,4,88.800,4
"July 28, 2024","Winston-Salem, NC",Troopers,34.450,5,25.200,6,26.725,5,86.375,5,86.375,5
"July 28, 2024","Winston-Salem, NC",The Cavaliers,33.925,6,25.750,5,26.325,6,86.000,6,86.000,6
"July 28, 2024","Winston-Salem, NC",Madison Scouts,33.600,7,25.050,7,24.850,8,83.500,7,83.500,7
"July 28, 2024","Winston-Salem, NC",Blue Knights,32.650,8,24.900,9,25.050,7,82.600,8,82.600,8
"July 28, 2024","Winston-Salem, NC",Pacific Crest,32.600,9,24.950,8,24.850,8,82.400,9,82.400,9
"July 28, 2024","Winston-Salem, NC",Music City,31.450,10,23.750,10,23.750,10,78.950,10,74.950,10
"July 28, 2024","Winston-Salem, NC",Seattle Cascades,29.600,11,22.450,11,21.225,11,73.275,11,73.275,11
"July 28, 2024","Winston-Salem, NC",Jersey Surf,29.000,12,22.200,12,20.850,12,72.050,12,72.050,12
"July 27, 2024","Atlanta, GA",Bluecoats,38.000,1,28.200,1,28.225,1,94.425,1,94.425,1
"July 27, 2024","Atlanta, GA",Boston Crusaders,37.525,2,28.200,1,28.150,2,93.875,2,93.875,2
"July 27, 2024","Atlanta, GA",Blue Devils,37.225,3,28.000,3,28.100,3,93.325,3,93.325,3
"July 27, 2024","Atlanta, GA",Phantom Regiment,36.750,4,27.400,5,27.500,4,91.650,4,91.650,4
"July 27, 2024","Atlanta, GA",Carolina Crown,36.725,5,27.450,4,27.400,5,91.575,5,91.575,5
"July 27, 2024","Atlanta, GA",Santa Clara Vanguard,35.525,6,26.950,6,27.000,6,89.475,6,89.475,6
"July 27, 2024","Atlanta, GA",Mandarins,35.475,7,26.250,7,26.425,7,88.150,7,88.150,7
"July 27, 2024","Atlanta, GA",Blue Stars,34.700,8,26.100,8,25.925,9,86.725,8,86.725,8
"July 27, 2024","Atlanta, GA",Colts,34.050,9,25.800,9,26.000,8,85.850,9,85.850,9
"July 27, 2024","Atlanta, GA",Crossmen,32.600,10,24.300,11,24.825,10,81.725,10,81.725,10
"July 27, 2024","Atlanta, GA",Spirit of Atlanta,32.100,11,24.350,10,24.350,11,80.800,11,80.800,11
"July 27, 2024","Atlanta, GA",The Academy,30.900,12,23.200,12,24.350,11,78.450,12,78.450,12
"July 27, 2024","Atlanta, GA",Genesis,28.700,13,22.450,13,22.600,13,73.750,13,73.750,13
"July 26, 2024","Birmingham, AL",Colts,34.400,1,25.350,2,25.800,2,85.550,1,85.550,1
"July 26, 2024","Birmingham, AL",Troopers,34.000,2,25.450,1,25.900,1,85.350,2,85.350,2
"July 26, 2024","Birmingham, AL",Blue Knights,33.000,4,25.050,3,24.400,4,82.450,3,82.450,3
"July 26, 2024","Birmingham, AL",Madison Scouts,33.200,3,24.900,4,24.225,5,82.325,4,82.325,4
"July 26, 2024","Birmingham, AL",Spirit of Atlanta,32.200,6,24.300,6,24.500,3,81.000,5,81.000,5
"July 26, 2024","Birmingham, AL",Crossmen,32.600,5,24.350,5,23.750,6,80.700,6,80.700,6
"July 26, 2024","Birmingham, AL",Jersey Surf,28.700,7,21.850,7,21.000,7,71.550,7,71.550,7
"July 26, 2024","Murfreesboro, TN",Bluecoats,38.000,1,28.200,1,28.250,1,94.450,1,94.450,1
"July 26, 2024","Murfreesboro, TN",Boston Crusaders,37.500,2,28.050,2,27.800,2,93.350,2,93.350,2
"July 26, 2024","Murfreesboro, TN",Blue Devils,37.000,3,27.950,3,27.800,2,92.750,3,92.750,3
"July 26, 2024","Murfreesboro, TN",Phantom Regiment,36.700,4,27.050,5,26.900,5,90.650,4,90.650,4
"July 26, 2024","Murfreesboro, TN",Carolina Crown,36.300,5,27.100,4,27.100,4,90.500,5,90.500,5
"July 26, 2024","Murfreesboro, TN",Mandarins,35.600,6,26.550,6,26.050,6,88.200,6,88.200,6
"July 26, 2024","Murfreesboro, TN",The Cavaliers,34.100,7,25.550,7,25.800,7,85.450,7,85.450,7
"July 26, 2024","Murfreesboro, TN",Music City,31.600,8,22.950,8,23.350,8,77.900,8,77.900,8
"July 24, 2024","Monroe, LA",Santa Clara Vanguard,35.900,1,27.000,1,26.925,1,89.825,1,89.825,1
"July 24, 2024","Monroe, LA",Blue Stars,35.200,2,26.150,2,26.100,2,87.450,2,87.450,2
"July 24, 2024","Monroe, LA",The Cavaliers,34.600,3,26.150,2,25.900,3,86.650,3,86.650,3
"July 24, 2024","Monroe, LA",Troopers,33.400,4,24.950,4,25.650,4,84.000,4,84.000,4
"July 24, 2024","Monroe, LA",Blue Knights,33.200,5,24.700,5,24.150,5,82.050,5,82.050,5
"July 24, 2024","Monroe, LA",Genesis,29.000,6,21.250,7,21.450,6,71.700,6,71.700,6
"July 24, 2024","Monroe, LA",Jersey Surf,28.500,7,21.300,6,20.150,7,69.950,7,69.950,7
"July 23, 2024","McKinney, TX",Santa Clara Vanguard,35.900,1,26.500,2,27.000,1,89.400,1,89.400,1
"July 23, 2024","McKinney, TX",Mandarins,35.900,1,26.950,1,26.150,2,89.000,2,89.000,2
"July 23, 2024","McKinney, TX",Blue Stars,34.800,3,25.750,3,25.300,3,85.850,3,85.850,3
"July 23, 2024","McKinney, TX",Troopers,33.300,4,24.200,4,25.050,4,82.550,4,82.550,4
"July 23, 2024","McKinney, TX",Blue Knights,32.900,5,24.200,4,24.200,5,81.300,5,81.300,5
"July 23, 2024","McKinney, TX",Seattle Cascades,28.400,6,21.400,6,20.400,7,70.200,6,70.200,6
"July 23, 2024","McKinney, TX",Genesis,28.000,7,20.850,8,21.250,6,70.100,7,70.100,7
"July 23, 2024","McKinney, TX",Jersey Surf,28.000,7,21.000,7,20.000,8,69.000,8,69.000,8
"July 22, 2024","Mesquite, TX",Carolina Crown,36.000,1,27.450,1,27.100,1,90.550,1,90.550,1
"July 22, 2024","Mesquite, TX",Mandarins,35.500,2,26.700,2,25.950,2,88.150,2,88.150,2
"July 22, 2024","Mesquite, TX",The Cavaliers,34.100,3,25.750,3,25.450,3,85.300,3,85.300,3
"July 22, 2024","Mesquite, TX",Colts,33.500,4,25.250,4,25.150,4,83.900,4,83.900,4
"July 22, 2024","Mesquite, TX",Madison Scouts,33.100,5,24.400,6,23.300,7,80.800,5,80.800,5
"July 22, 2024","Mesquite, TX",Crossmen,32.600,6,24.750,5,23.450,6,80.800,5,80.800,5
"July 22, 2024","Mesquite, TX",Pacific Crest,31.900,7,23.000,7,23.500,5,78.400,7,78.400,7
"July 22, 2024","Mesquite, TX",Music City,31.200,8,22.200,9,22.400,9,75.800,8,75.800,8
"July 22, 2024","Mesquite, TX",The Academy,30.300,9,22.550,8,22.950,8,75.800,8,75.800,8
"July 22, 2024","Mesquite, TX",Jersey Surf,28.500,10,20.950,10,19.600,10,69.050,10,69.050,10
"July 20, 2024","San Antonio, TX",Bluecoats,37.250,1,27.600,1,28.175,1,93.025,1,93.025,1
"July 20, 2024","San Antonio, TX",Blue Devils,36.625,2,27.300,2,27.950,3,91.875,2,91.875,2
"July 20, 2024","San Antonio, TX",Boston Crusaders,36.575,3,27.300,2,27.975,2,91.850,3,91.850,3
"July 20, 2024","San Antonio, TX",Carolina Crown,35.775,4,27.100,4,27.050,5,89.925,4,89.925,4
"July 20, 2024","San Antonio, TX",Phantom Regiment,35.700,5,26.850,5,27.075,4,89.625,5,89.625,5
"July 20, 2024","San Antonio, TX",Santa Clara Vanguard,34.975,6,25.950,7,26.600,6,87.525,6,87.525,6
"July 20, 2024","San Antonio, TX",Mandarins,34.875,7,26.200,6,26.150,7,87.225,7,87.225,7
"July 20, 2024","San Antonio, TX",Blue Stars,34.075,8,25.250,8,25.613,9,84.938,8,84.938,8
"July 20, 2024","San Antonio, TX",The Cavaliers,33.600,9,25.250,8,25.825,8,84.675,9,84.675,9
"July 20, 2024","San Antonio, TX",Colts,33.200,10,24.850,10,25.300,10,83.350,10,83.350,10
"July 20, 2024","San Antonio, TX",Troopers,33.050,11,23.700,13,25.125,11,81.875,11,81.875,11
"July 20, 2024","San Antonio, TX",Madison Scouts,31.825,13,24.350,11,23.875,13,80.050,12,80.050,12
"July 20, 2024","San Antonio, TX",Crossmen,32.225,12,24.200,12,23.500,15,79.925,13,79.925,13
"July 20, 2024","San Antonio, TX",Blue Knights,31.800,14,23.250,14,24.050,12,79.100,14,79.100,14
"July 20, 2024","San Antonio, TX",Pacific Crest,31.475,15,22.800,16,23.100,16,77.375,15,77.375,15
"July 20, 2024","San Antonio, TX",Spirit of Atlanta,30.750,16,22.850,15,23.750,14,77.350,16,77.350,16
"July 20, 2024","San Antonio, TX",The Academy,29.700,18,22.550,17,22.750,17,75.000,17,75.000,17
"July 20, 2024","San Antonio, TX",Music City,30.100,17,21.900,18,22.350,18,74.350,18,74.350,18
"July 20, 2024","San Antonio, TX",Genesis,28.200,19,20.950,21,21.075,19,70.225,19,70.225,19
"July 20, 2024","San Antonio, TX",Seattle Cascades,27.500,21,21.000,19,20.725,20,69.225,20,69.225,20
"July 20, 2024","San Antonio, TX",Jersey Surf,27.950,20,21.000,19,19.925,21,68.875,21,68.875,21
"July 19, 2024","Houston, TX",Bluecoats,37.100,1,27.400,1,27.600,1,92.100,1,92.100,1
"July 19, 2024","Houston, TX",Blue Devils,36.600,2,27.300,2,27.250,2,91.150,2,91.150,2
"July 19, 2024","Houston, TX",Carolina Crown,36.000,3,26.750,3,27.050,3,89.800,3,89.800,3
"July 19, 2024","Houston, TX",Mandarins,35.200,4,25.650,4,25.550,4,86.400,4,86.400,4
"July 19, 2024","Houston, TX",The Cavaliers,33.700,5,24.950,6,25.350,5,84.000,5,84.000,5
"July 19, 2024","Houston, TX",Blue Stars,33.500,6,25.250,5,24.650,7,83.400,6,83.400,6
"July 19, 2024","Houston, TX",Colts,32.700,7,24.450,7,24.800,6,81.950,7,81.950,7
"July 18, 2024","Denton, TX",Bluecoats,36.600,1,26.650,1,27.250,1,90.500,1,90.500,1
"July 18, 2024","Denton, TX",Boston Crusaders,36.100,2,26.450,2,27.100,2,89.650,2,89.650,2
"July 18, 2024","Denton, TX",Carolina Crown,35.300,3,26.000,3,26.675,3,87.975,3,87.975,3
"July 18, 2024","Denton, TX",Phantom Regiment,35.100,4,25.750,4,25.750,5,86.600,4,86.600,4
"July 18, 2024","Denton, TX",Santa Clara Vanguard,33.700,5,24.800,5,25.800,4,84.300,5,84.300,5
"July 18, 2024","Denton, TX",Crossmen,31.700,7,23.500,6,22.850,7,78.050,6,78.050,6
"July 18, 2024","Denton, TX",Pacific Crest,31.800,6,22.600,7,23.050,6,77.450,7,77.450,7
"July 18, 2024","Denton, TX",Music City,30.300,8,22.200,8,22.450,8,74.950,8,74.950,8
"July 18, 2024","Waco, TX",The Cavaliers,32.700,1,24.500,1,25.400,1,82.600,1,82.600,1
"July 18, 2024","Waco, TX",Madison Scouts,31.700,2,24.300,2,23.750,2,79.750,2,79.750,2
"July 18, 2024","Waco, TX",Blue Knights,31.600,3,23.650,3,23.750,2,79.000,3,79.000,3
"July 18, 2024","Waco, TX",Spirit of Atlanta,30.700,4,23.250,4,23.450,4,77.400,4,77.400,4
"July 18, 2024","Waco, TX",The Academy,29.800,5,22.550,5,22.150,5,74.500,5,74.500,5
"July 18, 2024","Waco, TX",Genesis,28.600,6,21.050,6,20.650,6,70.300,6,70.300,6
"July 18, 2024","Waco, TX",Seattle Cascades,27.800,7,19.800,8,19.900,7,67.500,7,67.500,7
"July 18, 2024","Waco, TX",Jersey Surf,26.800,8,20.150,7,18.450,8,65.400,8,65.400,8
"July 16, 2024","Abilene, TX",Blue Knights,31.700,1,23.200,2,22.800,3,77.700,1,77.700,1
"July 16, 2024","Abilene, TX",Crossmen,30.800,3,23.300,1,23.500,1,77.600,2,77.600,2
